"id"	"title"	"hash"	"explanation"	"type"	"question_imgs"	"explanation_imgs"	"question_origin"	"options"	"created_at"	"updated_at"
"16006"	"在Shopify后台添加产品多属性时，如果要添加自定义选项值，应该点击哪个按钮？"	"b0db4213945d5bbc06fa646ab5cf9b22"	"根据步骤，如果要添加自定义选项值，需要点击'编辑'按钮，然后点击'添加新条目'。"	"single"	"[]"	"[]"	"1"	"[{""id"":54369,""question_id"":16006,""title"":""编辑""},{""id"":54370,""question_id"":16006,""title"":""添加新条目""},{""id"":54371,""question_id"":16006,""title"":""保存""},{""id"":54372,""question_id"":16006,""title"":""+ 添加尺寸或颜色等选项""}]"	"14/2/2025 10:35:11"	"14/2/2025 10:35:11"

"16007"	"在Shopify产品的多属性部分，系统会自动填写选项值的条件是什么？"	"da0fb88dec69610f79d29a87ea8c20e0"	"系统会自动填写选项值，如果某个类别元字段可供连接，并且已向该类别元字段中添加了任何条目。"	"single"	"[]"	"[]"	"1"	"[{""id"":54373,""question_id"":16007,""title"":""已向类别元字段中添加的任何条目""},{""id"":54374,""question_id"":16007,""title"":""已向产品描述中添加的任何条目""},{""id"":54375,""question_id"":16007,""title"":""已向产品标题中添加的任何条目""},{""id"":54376,""question_id"":16007,""title"":""已向产品价格中添加的任何条目""}]"	"14/2/2025 10:35:11"	"14/2/2025 10:35:11"

"16008"	"在Shopify应用中添加产品多属性时，如何保存对产品所做的更改？"	"97b118ad5458d281cc2c575b87bc1981"	"无论是在Shopify后台还是在Shopify应用中，添加或编辑产品多属性后，都需要点击'保存'按钮以保存所做的更改。"	"single"	"[]"	"[]"	"1"	"[{""id"":54377,""question_id"":16008,""title"":""点击保存""},{""id"":54378,""question_id"":16008,""title"":""点击添加新条目""},{""id"":54379,""question_id"":16008,""title"":""点击编辑""},{""id"":54380,""question_id"":16008,""title"":""点击+ 添加尺寸或颜色等选项""}]"	"14/2/2025 10:35:11"	"14/2/2025 10:35:11"

"16009"	"在Shopify后台中添加产品多属性时，如何开始添加尺寸或颜色等选项？"	"93f83b49bc102b07264711a770d16de2"	"在Shopify后台中添加产品多属性时，需要点击'+ 添加尺寸或颜色等选项'来开始添加这些选项。"	"single"	"[]"	"[]"	"1"	"[{""id"":54381,""question_id"":16009,""title"":""点击+ 添加尺寸或颜色等选项""},{""id"":54382,""question_id"":16009,""title"":""点击编辑""},{""id"":54383,""question_id"":16009,""title"":""点击添加新条目""},{""id"":54384,""question_id"":16009,""title"":""点击保存""}]"	"14/2/2025 10:35:11"	"14/2/2025 10:35:11"

"16010"	"在Shopify中，您可以对哪个元素进行操作以修改产品分类？"	"9acb909c1863b59aa2e4673e71142c7f"	"根据Shopify的操作说明，可以通过对类别元字段进行操作，从多属性中将这些类别元字段断开连接，从而修改产品分类。"	"single"	"[]"	"[]"	"1"	"[{""id"":54385,""question_id"":16010,""title"":""类别元字段""},{""id"":54386,""question_id"":16010,""title"":""产品描述""},{""id"":54387,""question_id"":16010,""title"":""SKU编号""},{""id"":54388,""question_id"":16010,""title"":""价格信息""}]"	"14/2/2025 10:35:11"	"14/2/2025 10:35:11"

"16011"	"在Shopify中，如何高效地管理多个产品的分类？"	"aa0781e84be62e3fe9e0dadb80361d65"	"在Shopify中，可以通过批量编辑产品的类别来高效地管理多个产品的分类，而不需要逐个编辑。"	"single"	"[]"	"[]"	"1"	"[{""id"":54389,""question_id"":16011,""title"":""一次编辑一个产品""},{""id"":54390,""question_id"":16011,""title"":""逐个联系客服进行修改""},{""id"":54391,""question_id"":16011,""title"":""批量编辑产品类别""},{""id"":54392,""question_id"":16011,""title"":""无法编辑多个产品的分类""}]"	"14/2/2025 10:35:11"	"14/2/2025 10:35:11"

"16012"	"在Shopify中，使用CSV文件可以管理哪些产品信息？"	"11b4df96cf2e7984b99b308cca78296f"	"根据提供的信息，使用CSV文件可以管理产品类别和类型的详细信息。"	"single"	"[]"	"[]"	"1"	"[{""id"":54393,""question_id"":16012,""title"":""产品类别和类型""},{""id"":54394,""question_id"":16012,""title"":""产品价格和折扣""},{""id"":54395,""question_id"":16012,""title"":""顾客的购买历史""},{""id"":54396,""question_id"":16012,""title"":""商店的页面布局""}]"	"14/2/2025 10:35:11"	"14/2/2025 10:35:11"

"16013"	"若要在Shopify中使用Google的产品分类，需要满足什么条件？"	"beddb0b14a26a365763a99099f26eb73"	"Shopify会将准确的产品类别映射到您的产品，前提是它与分类值（英语）或提供的唯一识别码 (UID) 完全匹配。"	"single"	"[]"	"[]"	"1"	"[{""id"":54397,""question_id"":16013,""title"":""分类值必须与Shopify的预定义列表完全匹配""},{""id"":54398,""question_id"":16013,""title"":""必须使用中文分类名称""},{""id"":54399,""question_id"":16013,""title"":""必须在Shopify平台上手动创建相同的分类""},{""id"":54400,""question_id"":16013,""title"":""必须获得Google的官方授权""}]"	"14/2/2025 10:35:11"	"14/2/2025 10:35:11"

"16014"	"在Shopify中，如果您想要使用CSV文件来更新产品信息，您可以下载什么作为参考？"	"83498396f3899103700b241604ccbd35"	"您可以下载和查看要用作模板的示例产品CSV文件。"	"single"	"[]"	"[]"	"1"	"[{""id"":54401,""question_id"":16014,""title"":""示例产品CSV文件""},{""id"":54402,""question_id"":16014,""title"":""官方更新日志""},{""id"":54403,""question_id"":16014,""title"":""产品管理手册""},{""id"":54404,""question_id"":16014,""title"":""市场分析报告""}]"	"14/2/2025 10:35:11"	"14/2/2025 10:35:11"

"16016"	"在Shopify中，如果您使用的是第三方模板，应该查阅哪个资源以确定对样本的支持情况？"	"56bcb0fb98f5676727501805740830cd"	"根据Shopify的说明，使用第三方模板时，应查阅模板发行说明以确定对样本的支持情况。"	"single"	"[]"	"[]"	"1"	"[{""id"":54409,""question_id"":16016,""title"":""模板发行说明""},{""id"":54410,""question_id"":16016,""title"":""liquid文档""},{""id"":54411,""question_id"":16016,""title"":""开源类别分类系统""},{""id"":54412,""question_id"":16016,""title"":""第三方模板指南""}]"	"14/2/2025 10:35:11"	"14/2/2025 10:35:11"

"16017"	"Shopify提供了哪种交互式工具来探索潜在的开源类别分类系统？"	"70224431bc2cc0023e303f9ffc216fba"	"Shopify提供了交互式查看器来探索潜在的开源类别分类系统。"	"single"	"[]"	"[]"	"1"	"[{""id"":54413,""question_id"":16017,""title"":""交互式查看器""},{""id"":54414,""question_id"":16017,""title"":""分类分析器""},{""id"":54415,""question_id"":16017,""title"":""样本匹配工具""},{""id"":54416,""question_id"":16017,""title"":""liquid测试器""}]"	"14/2/2025 10:35:11"	"14/2/2025 10:35:11"

"16043"	"如果3D模型文件大于15 MB，Shopify会如何处理？"	"87f43f578e2aeb50c3c8498ddd849c31"	"如果3D模型文件大于15 MB，Shopify将对文件进行优化，以缩小文件大小并提高加载速度。"	"single"	"[]"	"[]"	"1"	"[{""id"":54517,""question_id"":16043,""title"":""文件会被拒绝上传""},{""id"":54518,""question_id"":16043,""title"":""文件大小和质量不会改变""},{""id"":54519,""question_id"":16043,""title"":""文件会进行优化并提高加载速度""},{""id"":54520,""question_id"":16043,""title"":""文件会自动删除""}]"	"14/2/2025 10:35:11"	"14/2/2025 10:35:11"

"16044"	"3D模型文件需要支持哪些文件类型？"	"fc1dd9f6d916fc5198e5c52d65116d33"	"3D模型文件需要支持GLB和USDZ这两种文件类型。"	"single"	"[]"	"[]"	"1"	"[{""id"":54521,""question_id"":16044,""title"":""JPG和PNG""},{""id"":54522,""question_id"":16044,""title"":""GLB和USDZ""},{""id"":54523,""question_id"":16044,""title"":""MP4和AVI""},{""id"":54524,""question_id"":16044,""title"":""PDF和DOCX""}]"	"14/2/2025 10:35:11"	"14/2/2025 10:35:11"

"16045"	"对于小于15 MB的3D模型文件，Shopify会如何处理？"	"88e9b4a97746f821090a95756e0814ef"	"对于小于15 MB的3D模型文件，Shopify不会进行优化，但会进行文件转换以确保模型的.USDZ和.GLB版本均可用，从而确保与Android和iOS设备保持兼容。"	"single"	"[]"	"[]"	"1"	"[{""id"":54525,""question_id"":16045,""title"":""进行优化并改变模型结构和材料"",""is_right"":false,""is_checked"":true},{""id"":54526,""question_id"":16045,""title"":""不会进行优化，但会进行文件转换以确保兼容性"",""is_right"":true,""is_checked"":false},{""id"":54527,""question_id"":16045,""title"":""直接删除文件"",""is_right"":false,""is_checked"":false},{""id"":54528,""question_id"":16045,""title"":""将文件大小增加到15 MB以上"",""is_right"":false,""is_checked"":false}]"	"14/2/2025 10:35:11"	"14/2/2025 10:35:11"

"16046"	"在Shopify平台上，要展示高品质的3D模型产品，您应该如何做？"	"84f999626f82951ad7a967b0b8fe5005"	"根据Shopify的建议，商家应该聘请Shopify合作伙伴来帮助创建高品质的3D模型展示产品。"	"single"	"[]"	"[]"	"1"	"[{""id"":54529,""question_id"":16046,""title"":""自学3D模型制作""},{""id"":54530,""question_id"":16046,""title"":""聘请Shopify合作伙伴""},{""id"":54531,""question_id"":16046,""title"":""下载免费3D模型""},{""id"":54532,""question_id"":16046,""title"":""支付额外费用给Shopify""}]"	"14/2/2025 10:35:11"	"14/2/2025 10:35:11"

"16047"	"哪种产品媒体类型可以用来拓展业务？"	"2eb324c51ee1af39f8a59fb2b2bd58a3"	"3D模型作为产品媒体类型，可以用来创建更加生动和逼真的商品展示，从而吸引顾客，有利于业务拓展。"	"single"	"[]"	"[]"	"1"	"[{""id"":54533,""question_id"":16047,""title"":""2D图片""},{""id"":54534,""question_id"":16047,""title"":""文字描述""},{""id"":54535,""question_id"":16047,""title"":""3D模型""},{""id"":54536,""question_id"":16047,""title"":""音频""}]"	"14/2/2025 10:35:11"	"14/2/2025 10:35:11"

"16048"	"在Shopify平台上上传视频文件时，支持的最大视频大小是多少？"	"4ebef5f39cd3497b620d22b9c975650c"	"在Shopify平台上传视频文件时，支持的最大视频大小是最大 1 GB。"	"single"	"[]"	"[]"	"1"	"[{""id"":54537,""question_id"":16048,""title"":""最大 1 GB""},{""id"":54538,""question_id"":16048,""title"":""最大 500 MB""},{""id"":54539,""question_id"":16048,""title"":""最大 2 GB""},{""id"":54540,""question_id"":16048,""title"":""最大 4 GB""}]"	"14/2/2025 10:35:11"	"14/2/2025 10:35:11"

"16049"	"Shopify支持哪些视频文件类型的上传？"	"8f41145a6e3e45f43852e8fb37cb64da"	"Shopify支持上传的视频文件类型包括.mp4和.mov，因此两者都支持。"	"single"	"[]"	"[]"	"1"	"[{""id"":54541,""question_id"":16049,""title"":"".mp4""},{""id"":54542,""question_id"":16049,""title"":"".mov""},{""id"":54543,""question_id"":16049,""title"":""两者都支持""},{""id"":54544,""question_id"":16049,""title"":""两者都不支持""}]"	"14/2/2025 10:35:11"	"14/2/2025 10:35:11"

"16050"	"如果视频无法满足Shopify上传的条件，你可以采取哪种方式替代上传？"	"fe3df64afc7386e0cff1843500f4fafb"	"如果视频无法满足Shopify上传的条件，可以通过嵌入YouTube或Vimeo视频链接的方式替代上传。"	"single"	"[]"	"[]"	"1"	"[{""id"":54545,""question_id"":16050,""title"":""上传到自己的服务器""},{""id"":54546,""question_id"":16050,""title"":""嵌入 YouTube 或 Vimeo 视频链接""},{""id"":54547,""question_id"":16050,""title"":""通过Email发送给客户支持""},{""id"":54548,""question_id"":16050,""title"":""上传到百度云盘""}]"	"14/2/2025 10:35:11"	"14/2/2025 10:35:11"

"16051"	"Shopify平台支持的最高视频分辨率是多少？"	"ba1ff12059aa680b8e1c10f0d9b6e708"	"Shopify平台支持的最高视频分辨率是4K (4096 x 2160 px)。"	"single"	"[]"	"[]"	"1"	"[{""id"":54549,""question_id"":16051,""title"":""1080p (1920 x 1080 px)""},{""id"":54550,""question_id"":16051,""title"":""2K (2048 x 1080 px)""},{""id"":54551,""question_id"":16051,""title"":""4K (4096 x 2160 px)""},{""id"":54552,""question_id"":16051,""title"":""8K (7680 x 4320 px)""}]"	"14/2/2025 10:35:11"	"14/2/2025 10:35:11"

"16052"	"不支持流式播放的浏览器中，视频将以怎样的分辨率显示？"	"a13e2300b5ed7d3163b193bef91d5f48"	"在不支持流式播放的浏览器中，视频会以用户上传的原始（也即可用的最高）分辨率显示。"	"single"	"[]"	"[]"	"1"	"[{""id"":54553,""question_id"":16052,""title"":""以用户上传的原始分辨率显示""},{""id"":54554,""question_id"":16052,""title"":""固定以480p显示""},{""id"":54555,""question_id"":16052,""title"":""固定以720p显示""},{""id"":54556,""question_id"":16052,""title"":""固定以1080p显示""}]"	"14/2/2025 10:35:11"	"14/2/2025 10:35:11"

"16053"	"在Shopify平台上，如果想要突出产品特色，以下哪种媒体类型可以考虑使用？"	"965e0159445ccf5b1aa625fcedbcbfd0"	"根据提供的信息，可以聘请Shopify合作伙伴来帮助制作自定义视频和动画，以突出产品特色，因此视频是可以考虑使用的媒体类型。"	"single"	"[]"	"[]"	"1"	"[{""id"":54557,""question_id"":16053,""title"":""视频""},{""id"":54558,""question_id"":16053,""title"":""音频""},{""id"":54559,""question_id"":16053,""title"":""纯文本""},{""id"":54560,""question_id"":16053,""title"":""静态图片""}]"	"14/2/2025 10:35:11"	"14/2/2025 10:35:11"

"16054"	"Shopify提供的哪个模板不支持在在线商店中显示3D模型或视频？"	"f315ce383fa128de0c89c38a4c8f596f"	"根据提供的信息，Craft、Crave和Dawn模板支持在Shopify的在线商店中显示3D模型或视频，而Sense模板没有被列出为支持3D模型或视频的模板。"	"single"	"[]"	"[]"	"1"	"[{""id"":54561,""question_id"":16054,""title"":""Craft""},{""id"":54562,""question_id"":16054,""title"":""Crave""},{""id"":54563,""question_id"":16054,""title"":""Dawn""},{""id"":54564,""question_id"":16054,""title"":""Sense""}]"	"14/2/2025 10:35:11"	"14/2/2025 10:35:11"

"16055"	"如果您想在Shopify模板中展示Vimeo视频，以下哪个版本的模板应该被考虑更新？"	"6c776c9c685553d08c91f184c71edc7f"	"Craft模板进行了更新，旨在为Vimeo视频播放提供增强体验。因此，如果想展示Vimeo视频，应该考虑将模板更新为Craft版本。"	"single"	"[]"	"[]"	"1"	"[{""id"":54565,""question_id"":16055,""title"":""Craft""},{""id"":54566,""question_id"":16055,""title"":""Crave""},{""id"":54567,""question_id"":16055,""title"":""Dawn""},{""id"":54568,""question_id"":16055,""title"":""Sense""}]"	"14/2/2025 10:35:11"	"14/2/2025 10:35:11"

"16056"	"如果您使用的是第三方开发的Shopify模板，需要支持3D模型或视频，您应该采取什么措施？"	"18989a9c5d67f1e1acb87c8da239cc1b"	"如果您使用的是第三方开发的Shopify模板，并且需要支持3D模型或视频，您应该联系模板开发人员寻求支持，或参阅您的模板的帮助文档。"	"single"	"[]"	"[]"	"1"	"[{""id"":54569,""question_id"":16056,""title"":""联系模板开发人员寻求支持""},{""id"":54570,""question_id"":16056,""title"":""自行编写代码实现""},{""id"":54571,""question_id"":16056,""title"":""等待Shopify官方提供更新""},{""id"":54572,""question_id"":16056,""title"":""无需任何操作，模板默认支持""}]"	"14/2/2025 10:35:11"	"14/2/2025 10:35:11"

"16057"	"在Shopify中，文件参考元字段支持上传哪种类型的文件用于展示产品？"	"6bb58e3efc4a5c57baef5d98f164d356"	"文件参考元字段支持上传图片以用于展示产品。"	"single"	"[]"	"[]"	"1"	"[{""id"":54573,""question_id"":16057,""title"":""图片""},{""id"":54574,""question_id"":16057,""title"":""音频""},{""id"":54575,""question_id"":16057,""title"":""视频""},{""id"":54576,""question_id"":16057,""title"":""文档""}]"	"14/2/2025 10:35:11"	"14/2/2025 10:35:11"

"16058"	"以下哪种图片格式不被Shopify的元字段支持？"	"4a00d979c3605ad1f54f587cf3e1e35b"	"Shopify的元字段支持JPEG、PNG、WEBP、SVG、HEIC或GIF格式的图片，不支持BMP格式。"	"single"	"[]"	"[]"	"1"	"[{""id"":54577,""question_id"":16058,""title"":""JPEG""},{""id"":54578,""question_id"":16058,""title"":""PNG""},{""id"":54579,""question_id"":16058,""title"":""BMP""},{""id"":54580,""question_id"":16058,""title"":""GIF""}]"	"14/2/2025 10:35:11"	"14/2/2025 10:35:11"

"16059"	"如果您想在Shopify的经典模板中使用文件参考元字段，您应该采取什么措施？"	"d9e1434afd88ae8f70608319899eeded"	"如果使用的是经典模板，可以编辑模板代码或聘请Shopify合作伙伴来帮助使用文件参考元字段。"	"single"	"[]"	"[]"	"1"	"[{""id"":54581,""question_id"":16059,""title"":""使用模板编辑器""},{""id"":54582,""question_id"":16059,""title"":""编辑模板代码""},{""id"":54583,""question_id"":16059,""title"":""只能在Online Store 2.0模板中使用""},{""id"":54584,""question_id"":16059,""title"":""无需任何操作，系统自动支持""}]"	"14/2/2025 10:35:11"	"14/2/2025 10:35:11"

"16060"	"Shopify中的文件参考元字段每次可以包含多少个文件？"	"4be2679322257a57335046a6fa89d45d"	"一个文件参考元字段每次只能包含一个文件。"	"single"	"[]"	"[]"	"1"	"[{""id"":54585,""question_id"":16060,""title"":""一个""},{""id"":54586,""question_id"":16060,""title"":""两个""},{""id"":54587,""question_id"":16060,""title"":""五个""},{""id"":54588,""question_id"":16060,""title"":""不限数量""}]"	"14/2/2025 10:35:11"	"14/2/2025 10:35:11"

"16061"	"在Shopify中销售产品套装通常有哪些好处？"	"51c701792be1d86f1e2b18e0ddef5a51"	"产品套装通常以折扣价销售，这是其提供的好处之一。"	"single"	"[]"	"[]"	"1"	"[{""id"":54589,""question_id"":16061,""title"":""通常以折扣价销售""},{""id"":54590,""question_id"":16061,""title"":""可以增加产品的重量""},{""id"":54591,""question_id"":16061,""title"":""减少产品的多样性""},{""id"":54592,""question_id"":16061,""title"":""降低产品的质量""}]"	"14/2/2025 10:35:11"	"14/2/2025 10:35:11"

"16062"	"若要在Shopify商店中创建产品套装，您需要做什么？"	"4ab7c669bff9a937df4acaaa93a8a8e1"	"要在Shopify商店中创建产品套装，必须安装套装应用。"	"single"	"[]"	"[]"	"1"	"[{""id"":54593,""question_id"":16062,""title"":""安装套装应用""},{""id"":54594,""question_id"":16062,""title"":""删除所有单品""},{""id"":54595,""question_id"":16062,""title"":""手动调整每个产品的价格""},{""id"":54596,""question_id"":16062,""title"":""关闭商店""}]"	"14/2/2025 10:35:11"	"14/2/2025 10:35:11"

"16063"	"若要查看Shopify帮助中心当前版本的产品套装信息，应该访问哪个网址？"	"bcd108687349c4af509f474df2e7e537"	"当前版本的产品套装信息可以通过访问https://help.shopify.com/zh-CN/manual/products/bundles来查看。"	"single"	"[]"	"[]"	"1"	"[{""id"":54597,""question_id"":16063,""title"":""https://help.shopify.com/zh-CN/manual/products/bundles""},{""id"":54598,""question_id"":16063,""title"":""https://help.shopify.com/products/bundles""},{""id"":54599,""question_id"":16063,""title"":""https://shopify.com/zh-CN/manual/products/bundles""},{""id"":54600,""question_id"":16063,""title"":""https://bundles.shopify.help""}]"	"14/2/2025 10:35:11"	"14/2/2025 10:35:11"

"16064"	"在Shopify中，使用哪个功能可以创建产品套装？"	"037e791bb3d1f276d247302455d832b2"	"使用Shopify Bundles可以创建产品套装。"	"single"	"[]"	"[]"	"1"	"[{""id"":54601,""question_id"":16064,""title"":""Shopify 脚本""},{""id"":54602,""question_id"":16064,""title"":""套装应用选项""},{""id"":54603,""question_id"":16064,""title"":""Shopify Bundles""},{""id"":54604,""question_id"":16064,""title"":""筛选产品列表""}]"	"14/2/2025 10:35:11"	"14/2/2025 10:35:11"

"16065"	"在Shopify中，编辑已有的产品套装应该使用哪个功能？"	"db6a6c9a7834d1da3028949f690305bc"	"使用Shopify Bundles编辑套装功能可以编辑已有的产品套装。"	"single"	"[]"	"[]"	"1"	"[{""id"":54605,""question_id"":16065,""title"":""Shopify 脚本""},{""id"":54606,""question_id"":16065,""title"":""使用 Shopify Bundles 编辑套装""},{""id"":54607,""question_id"":16065,""title"":""套装类型""},{""id"":54608,""question_id"":16065,""title"":""库存""}]"	"14/2/2025 10:35:11"	"14/2/2025 10:35:11"

"16066"	"在Shopify中，哪个功能不是用于管理产品套装的？"	"90c88051ba07f08f16a8285cac0a8173"	"库存功能是用于管理产品库存的，而不是专门用于管理产品套装。"	"single"	"[]"	"[]"	"1"	"[{""id"":54609,""question_id"":16066,""title"":""资格要求""},{""id"":54610,""question_id"":16066,""title"":""套装类型""},{""id"":54611,""question_id"":16066,""title"":""库存""},{""id"":54612,""question_id"":16066,""title"":""筛选产品列表""}]"	"14/2/2025 10:35:11"	"14/2/2025 10:35:11"

"16067"	"在Shopify中，要求商家满足一定条件才能使用某些功能，这通常指的是什么？"	"899ff68cc4c6f39b5201e1a35f172811"	"资格要求通常指的是商家需要满足一定条件才能使用某些功能。"	"single"	"[]"	"[]"	"1"	"[{""id"":54613,""question_id"":16067,""title"":""资格要求""},{""id"":54614,""question_id"":16067,""title"":""套装应用选项""},{""id"":54615,""question_id"":16067,""title"":""Shopify Bundles""},{""id"":54616,""question_id"":16067,""title"":""筛选产品列表""}]"	"14/2/2025 10:35:11"	"14/2/2025 10:35:11"

"16068"	"根据资格要求，以下哪个条件是销售套装的必要条件？"	"7c9855111e16adbdb6fb00ecd26ccfec"	"销售套装的必要条件包括商店必须使用在线商店销售渠道或自定义店面，其他销售渠道尚不受支持。"	"single"	"[]"	"[]"	"1"	"[{""id"":54617,""question_id"":16068,""title"":""商店必须使用在线商店销售渠道或自定义店面""},{""id"":54618,""question_id"":16068,""title"":""商店必须在所有销售渠道上销售""},{""id"":54619,""question_id"":16068,""title"":""商店必须使用Licensify应用""},{""id"":54620,""question_id"":16068,""title"":""商店必须使用旧版Recharge Subscriptions应用""}]"	"14/2/2025 10:35:11"	"14/2/2025 10:35:11"

"16069"	"如果您的商店使用了checkout.liquid的自定义项或功能，会发生什么情况？"	"0fa735108d30715e857d1b43e17463d5"	"如果商店使用了checkout.liquid的自定义项或功能，将使商店与套装功能不兼容。"	"single"	"[]"	"[]"	"1"	"[{""id"":54621,""question_id"":16069,""title"":""商店将与套装功能兼容""},{""id"":54622,""question_id"":16069,""title"":""商店将无法使用套装功能""},{""id"":54623,""question_id"":16069,""title"":""商店可以使用Licensify应用""},{""id"":54624,""question_id"":16069,""title"":""商店必须使用旧版Recharge Subscriptions应用""}]"	"14/2/2025 10:35:11"	"14/2/2025 10:35:11"

"16070"	"以下哪个应用的使用会使商店无法使用套装功能？"	"dae6f4b0d30dbce1a46699cade8c5292"	"使用Licensify应用会使商店无法使用套装功能。"	"single"	"[]"	"[]"	"1"	"[{""id"":54625,""question_id"":16070,""title"":""Licensify""},{""id"":54626,""question_id"":16070,""title"":""Shopify POS""},{""id"":54627,""question_id"":16070,""title"":""套装应用""},{""id"":54628,""question_id"":16070,""title"":""在线商店销售渠道应用""}]"	"14/2/2025 10:35:11"	"14/2/2025 10:35:11"

"16071"	"如果您的商店符合所有资格要求，但仍然遇到产品套装不兼容问题，您应该怎么做？"	"3366331d4ce9abb86dffa3a0625865b7"	"如果商店符合所有资格要求但遇到套装不兼容问题，应联系Shopify支持团队。"	"single"	"[]"	"[]"	"1"	"[{""id"":54629,""question_id"":16071,""title"":""提交草稿订单""},{""id"":54630,""question_id"":16071,""title"":""使用Shopify POS销售产品""},{""id"":54631,""question_id"":16071,""title"":""联系Shopify支持团队""},{""id"":54632,""question_id"":16071,""title"":""使用购买选项的形式来销售套装""}]"	"14/2/2025 10:35:11"	"14/2/2025 10:35:11"

"16072"	"如果您的商店不符合固定套装的资格要求，系统会如何处理该套装？"	"50fcb0aae9063b5fa03bc53adca73e52"	"如果商店不符合固定套装的资格要求，系统会将其状态设置为草稿，并且不会将此套装发布到在线商店销售渠道。"	"single"	"[]"	"[]"	"1"	"[{""id"":54633,""question_id"":16072,""title"":""将其状态设置为草稿，并且不会将此套装发布到在线商店销售渠道""},{""id"":54634,""question_id"":16072,""title"":""直接删除该套装""},{""id"":54635,""question_id"":16072,""title"":""仍然将其发布到在线商店销售渠道""},{""id"":54636,""question_id"":16072,""title"":""将其状态设置为下架""}]"	"14/2/2025 10:35:11"	"14/2/2025 10:35:11"

"16073"	"当您的商店不符合自定义套装的资格要求时，套装将如何在店面中显示？"	"0660abd7c22a3c1df1d2025918b94571"	"对于自定义套装，如果商店不符合资格要求，套装将在店面中显示，但产品会被添加为购物车和结账页面的单独产品。"	"single"	"[]"	"[]"	"1"	"[{""id"":54637,""question_id"":16073,""title"":""套装将不会在店面中显示""},{""id"":54638,""question_id"":16073,""title"":""套装将在店面中显示，但产品会被添加为购物车和结账页面的单独产品""},{""id"":54639,""question_id"":16073,""title"":""套装将在店面中显示，并且可以作为一个整体被购买""},{""id"":54640,""question_id"":16073,""title"":""套装将在店面中显示，但所有产品都会标记为售罄""}]"	"14/2/2025 10:35:11"	"14/2/2025 10:35:11"

"16074"	"只有在什么条件下，您才能销售套装产品？"	"5f14fd28417803b0a33b24a3331da51c"	"只有当您的商店再次符合条件时，您才能销售套装产品。"	"single"	"[]"	"[]"	"1"	"[{""id"":54641,""question_id"":16074,""title"":""当您的商店符合资格要求时""},{""id"":54642,""question_id"":16074,""title"":""当您的商店不符合资格要求时""},{""id"":54643,""question_id"":16074,""title"":""无论是否符合资格要求都可以销售""},{""id"":54644,""question_id"":16074,""title"":""当您的商店通过特殊申请时""}]"	"14/2/2025 10:35:11"	"14/2/2025 10:35:11"

"16075"	"如何详细了解bundles API？"	"cb6d128d11662007eae75aa8901b9998"	"要详细了解bundles API，应该通过阅读官方文档来获取准确的信息。"	"single"	"[]"	"[]"	"1"	"[{""id"":54645,""question_id"":16075,""title"":""通过阅读官方文档""},{""id"":54646,""question_id"":16075,""title"":""通过询问客服""},{""id"":54647,""question_id"":16075,""title"":""通过猜测和尝试""},{""id"":54648,""question_id"":16075,""title"":""通过阅读非官方论坛""}]"	"14/2/2025 10:35:11"	"14/2/2025 10:35:11"

"16076"	"在Shopify中，如果想要实现产品捆绑销售，应该使用哪种功能组合？"	"895c3988e5c366a0b6feccded157f7cb"	"Shopify脚本和Bundles可以配合使用来实现产品捆绑销售。"	"single"	"[]"	"[]"	"1"	"[{""id"":54649,""question_id"":16076,""title"":""Shopify脚本和Bundles""},{""id"":54650,""question_id"":16076,""title"":""Shopify脚本和Discounts""},{""id"":54651,""question_id"":16076,""title"":""Shopify分析和Bundles""},{""id"":54652,""question_id"":16076,""title"":""Shopify分析和Discounts""}]"	"14/2/2025 10:35:11"	"14/2/2025 10:35:11"

"16077"	"在Shopify中，如果想要创建固定套装或合装包套装，应该使用哪款应用？"	"2b80f4805f3437681b3181e2006459b6"	"根据提供的信息，Shopify Bundles是一款免费的第一方套装应用，可以用来创建固定套装或合装包套装。"	"single"	"[]"	"[]"	"1"	"[{""id"":54653,""question_id"":16077,""title"":""Shopify Bundles""},{""id"":54654,""question_id"":16077,""title"":""Shopify Plus""},{""id"":54655,""question_id"":16077,""title"":""Bundles API""},{""id"":54656,""question_id"":16077,""title"":""Shopify App Store""}]"	"14/2/2025 10:35:11"	"14/2/2025 10:35:11"

"16078"	"如果是Shopify Plus商家，想要创建自定义套装产品，应该使用什么API？"	"fd4351537d5ae6dac3e4480904913fbf"	"Shopify Plus商家可以使用Bundles API来创建自定义套装产品。"	"single"	"[]"	"[]"	"1"	"[{""id"":54657,""question_id"":16078,""title"":""Bundles API""},{""id"":54658,""question_id"":16078,""title"":""Shopify Bundles""},{""id"":54659,""question_id"":16078,""title"":""Shopify Plus API""},{""id"":54660,""question_id"":16078,""title"":""Custom Bundles API""}]"	"14/2/2025 10:35:11"	"14/2/2025 10:35:11"

